Postcode;Straat;Huisnummer van ;Huisnummer tot en met;Woonplaats;Voorkeursblok Sint Jan;Blokouderling;;;;;;;
2805 DX;Leenmanslag;40;40;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 DZ;Sluismeesterslag;2;54;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 DZ;Sluismeesterslag;3;5;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 EA;Louise de Colignystraat;1;37;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EB;Louise de Colignystraat;39;87;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EC;Louise de Colignystraat;2;48;GOUDA                   ;A-6;onbekend;;;;;;;
2805 ED;Louise de Colignystraat;50;84;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EE;Louise de Colignystraat;86;112;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EG;Aalberseplein;1;7;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EG;Aalberseplein;2;6;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EH;Frederik Hendriklaan;1;49;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EJ;Frederik Hendriklaan;51;85;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EK;Frederik Hendriklaan;87;109;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EL;Frederik Hendriklaan;2;34;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EM;Frederik Hendriklaan;36;72;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EN;Stadhouderslaan;1;7;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EN;Stadhouderslaan;2;8;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EP;Stadhouderslaan;9;15;GOUDA                   ;A-6;onbekend;;;;;;;
2805 EP;Stadhouderslaan;10;16;GOUDA                   ;A-6;onbekend;;;;;;;
2805 ER;Ruys de Beerenbroucklaan;1;3;GOUDA                   ;A-6;onbekend;;;;;;;
2805 ER;Ruys de Beerenbroucklaan;2;2;GOUDA                   ;A-6;onbekend;;;;;;;
2805 ES;Rentmeesterslag;6;60;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 ET;Rentmeesterslag;62;110;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 EV;Rentmeesterslag;1;71;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 EW;Waarsmanslag;1;27;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 EW;Waarsmanslag;2;28;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 EX;Poldermeesterslag;2;68;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 EZ;Poldermeesterslag;1;47;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 GA;Wibautstraat;1;5;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GA;Wibautstraat;2;60;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GB;Wibautstraat;62;100;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GC;Wibautstraat;102;162;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GD;Domela Nieuwenhuisstraat;1;35;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GE;Domela Nieuwenhuisstraat;2;36;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GG;Vliegenstraat;1;35;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GH;Vliegenstraat;2;36;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GJ;Troelstralaan;1;9;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GJ;Troelstralaan;2;12;GOUDA                   ;A-9;onbekend;;;;;;;
2805 GK;Bodegraafsestraatweg;1;41;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GL;Bodegraafsestraatweg;43;91;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GM;Bodegraafsestraatweg;93;125;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GN;Bodegraafsestraatweg;127;167;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GP;Bodegraafsestraatweg;2;22;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GR;Bodegraafsestraatweg;26;54;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GS;Jan van Renesseplein;2;12;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GT;Jan van Renesseplein;1;1;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GT;Jan van Renesseplein;16;24;GOUDA                   ;A-7;onbekend;;;;;;;
2805 GV;Molenmeesterslag;2;50;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 GW;Molenmeesterslag;52;82;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 GX;Molenmeesterslag;1;59;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 GZ;Molenmeesterslag;61;111;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HA;Sophiastraat;1;33;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HB;Sophiastraat;35;61;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HC;Sophiastraat;63;83;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HD;Sophiastraat;2;40;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HE;Sophiastraat;42;80;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HG;Sophiastraat;82;106;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HH;Breevaarthoek;2;18;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HH;Breevaarthoek;3;19;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HJ;Breevaarthoek;21;47;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HJ;Breevaarthoek;22;48;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HK;Breevaarthoek;50;60;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HK;Breevaarthoek;51;59;GOUDA                   ;A-7;onbekend;;;;;;;
2805 HL;Goudse Houtsingel;3;101;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HR;Landmeterslag;3;69;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HS;Landmeterslag;8;72;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HT;Leenmanslag;4;22;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HT;Leenmanslag;7;73;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HV;Driewegplein;1;9;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HV;Driewegplein;2;10;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HW;Driewegplein;11;27;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HW;Driewegplein;12;28;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HX;Driewegplein;29;45;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HX;Driewegplein;30;46;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HZ;Driewegplein;47;63;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 HZ;Driewegplein;48;64;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 JA;Burgvlietkade;13;35;GOUDA                   ;A-5;onbekend;;;;;;;
2805 JA;Burgvlietkade;14;34;GOUDA                   ;A-5;onbekend;;;;;;;
2805 JB;Burgvlietkade;36;58;GOUDA                   ;A-5;onbekend;;;;;;;
2805 JB;Burgvlietkade;37;59;GOUDA                   ;A-5;onbekend;;;;;;;
2805 JC;Burgvlietkade;60;84;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JC;Burgvlietkade;61;83;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JD;Burgvlietkade;85;105;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JD;Burgvlietkade;86;102;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JE;Steijnpad;1;5;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JE;Steijnkade;29;35;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JE;Steijnkade;30;36;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JG;Oostboezemkade;1;11;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JG;Oostboezemkade;2;12;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JH;Zwarteweg;10;22;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JJ;Zwarteweg;13;19;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JJ;Zwarteweg;24;66;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JK;Wethouder Venteweg;5;57;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JL;Wethouder Venteweg;59;101;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JM;Wethouder Venteweg;103;133;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JN;Platteweg;1;1;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JN;Wethouder Venteweg;135;175;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JP;Wethouder Venteweg;2;50;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JR;Wethouder Venteweg;52;98;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JS;Wethouder Venteweg;100;150;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JT;Wethouder Venteweg;152;182;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JV;Platteweg;2;2;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JV;Wethouder Venteweg;184;234;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JW;Achterwillenseweg;1;27;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JX;Achterwillenseweg;4;22;GOUDA                   ;A-7;onbekend;;;;;;;
2805 JZ;Achterwillenseweg;24;68;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KA;Achterwillenseweg;29;33;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KB;Achterwillenseweg;88;146;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KC;Platteweg;38;38;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KD;Achterwillensebocht;1;1;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KE;Koningsmantelstraat;2;46;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KG;Koningsmantelstraat;1;29;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KH;Vlinderplein;1;23;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KH;Vlinderplein;2;26;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KJ;Citroenvlinderstraat;4;34;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KK;Middenwillenseweg;3;45;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KL;Goudvlinderstraat;2;28;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KM;Distelvlinderstraat;2;14;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KN;Koolwitjestraat;1;13;GOUDA                   ;A-7;onbekend;;;;;;;
2805 KN;Koolwitjestraat;2;16;GOUDA                   ;A-7;onbekend;;;;;;;
2805 LD;Kale jonkerpad;3;5;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 LD;Kale jonkerpad;4;4;GOUDA                   ;A-2;T. Eilander;;;;;;;
2805 PA;Vossenburchkade;19;25;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PA;Vossenburchkade;20;24;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PB;Vossenburchkade;26;42;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PB;Vossenburchkade;27;41;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PC;Vossenburchkade;43;73;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PC;Vossenburchkade;44;74;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PD;Vossenburchkade;112;120;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PD;Vossenburchkade;113;119;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PE;Vossenburchkade;121;125;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PE;Vossenburchkade;122;124;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PG;van Henegouwenstraat;1;19;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PG;van Henegouwenstraat;2;18;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PH;Gravin Beatrixstraat;1;27;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PJ;Gravin Beatrixstraat;2;36;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PK;Hovenierskade;1;21;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PK;Hovenierskade;2;20;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PL;Gravin Jacobastraat;1;25;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PM;Gravin Jacobastraat;27;71;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PN;Gravin Jacobastraat;2;26;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PP;Gravin Jacobastraat;28;56;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PR;Warmoezierskade;1;29;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PS;Warmoezierskade;31;69;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PT;Warmoezierskade;2;24;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PV;Warmoezierskade;26;54;GOUDA                   ;A-5;onbekend;;;;;;;
2805 PZ;Steijnpad;20;24;GOUDA                   ;A-5;onbekend;;;;;;;
2805 RA;van Oldenbarneveltstraat;1;17;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RA;van Oldenbarneveltstraat;8;10;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RB;P.C.Bothstraat;5;59;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RC;P.C.Bothstraat;61;105;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RD;P.C.Bothstraat;2;38;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RE;P.C.Bothstraat;40;78;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RG;P.C.Bothstraat;80;110;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RH;Graaf van Bloisstraat;1;35;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RJ;Graaf van Bloisstraat;37;73;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RK;Graaf van Bloisstraat;75;101;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RL;Graaf van Bloisstraat;2;46;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RM;Graaf van Bloisstraat;48;98;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RN;Jan van Beaumontstraat;1;43;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RP;Jan van Beaumontstraat;45;81;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RR;Jan van Beaumontstraat;2;2;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RS;Jan van Beaumontstraat;40;64;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RT;Savelberghof;3;49;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RT;Savelberghof;4;48;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RV;Savelberghof;50;72;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RV;Savelberghof;51;73;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RW;Savelberghof;74;128;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RW;Savelberghof;75;129;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RX;Savelberghof;130;200;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RX;Savelberghof;131;143;GOUDA                   ;A-6;onbekend;;;;;;;
2805 RZ;Omlooppad;1;1;GOUDA                   ;A-9;onbekend;;;;;;;
2805 RZ;Omlooppad;2;2;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SB;de Savornin Lohmansingel;1;19;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SB;de Savornin Lohmansingel;2;18;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SC;de Kempenaerstraat;1;11;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SC;de Kempenaerstraat;2;2;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SE;Slotemaker de Bruinestr;1;49;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SG;de Visserstraat;1;23;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SH;de Visserstraat;25;35;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SJ;de Visserstraat;2;48;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SK;van Hallstraat;1;23;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SK;van Hallstraat;2;22;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SL;Heemskerkstraat;1;49;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SM;Heemskerkstraat;51;99;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SN;Heemskerkstraat;103;107;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SP;Heemskerkstraat;2;16;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SR;Heemskerkstraat;18;32;GOUDA                   ;A-9;onbekend;;;;;;;
2805 ST;Heemskerkstraat;34;92;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SV;Cort van der Lindenstr;1;47;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SW;Cort van der Lindenstr;2;48;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SX;Colijnstraat;1;47;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SZ;Idenburgstraat;1;17;GOUDA                   ;A-9;onbekend;;;;;;;
2805 SZ;Idenburgstraat;2;18;GOUDA                   ;A-9;onbekend;;;;;;;
2805 TA;Talmastraat;1;17;GOUDA                   ;A-9;onbekend;;;;;;;
2805 TA;Talmastraat;2;20;GOUDA                   ;A-9;onbekend;;;;;;;
2805 TB;Goeman Borgesiusstraat;2;64;GOUDA                   ;A-9;onbekend;;;;;;;
2805 TC;Tak van Poortvlietstraat;2;60;GOUDA                   ;A-9;onbekend;;;;;;;
2805 TD;Groen van Prinsterersngl;1;49;GOUDA                   ;A-9;onbekend;;;;;;;
2805 TE;Groen van Prinsterersngl;2;56;GOUDA                   ;A-9;onbekend;;;;;;;
2805 TG;Philips Willemsingel;5;5;GOUDA                   ;A-6;onbekend;;;;;;;
2805 VA;Tristanstraat;3;15;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VB;Tristanstraat;17;69;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VC;Tristanstraat;6;42;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VD;Tristanstraat;44;66;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VE;Tristanstraat;68;92;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VG;Isoldestraat;9;17;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VH;Isoldestraat;2;40;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VJ;Isoldestraat;42;64;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VK;Merlijnstraat;1;7;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VK;Merlijnstraat;2;12;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VL;Merlijnstraat;16;62;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VM;Merlijnstraat;64;86;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VN;Lanseloetstraat;1;23;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VP;Halewijnplein;1;21;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VP;Halewijnplein;2;20;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VR;Elckerlycstraat;1;11;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VR;Elckerlycstraat;2;12;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VS;Esmoreitstraat;2;24;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VT;Reinaertplein;1;17;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VT;Reinaertplein;2;18;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VV;Reinaertplein;19;27;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VV;Reinaertplein;20;28;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VW;Arthurpad;1;11;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VW;Arthurpad;2;12;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VX;Rolandstraat;1;23;GOUDA                   ;A-7;onbekend;;;;;;;
2805 VX;Rolandstraat;2;24;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XA;Gloriantplantsoen;1;21;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XA;Gloriantplantsoen;2;20;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XB;Gloriantplantsoen;22;34;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XB;Gloriantplantsoen;23;35;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XC;Gloriantplantsoen;36;48;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XC;Gloriantplantsoen;37;49;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XD;Gloriantplantsoen;50;62;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XD;Gloriantplantsoen;51;63;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XE;Gloriantplantsoen;64;96;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XE;Gloriantplantsoen;65;97;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XG;Gloriantplantsoen;98;114;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XG;Gloriantplantsoen;99;113;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XH;Gloriantplantsoen;115;127;GOUDA                   ;A-7;onbekend;;;;;;;
2805 XH;Gloriantplantsoen;116;128;GOUDA                   ;A-7;onbekend;;;;;;;
2806 AA;Blekerssingel;1;23;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AA;Blekerssingel;2;22;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AB;Blekerssingel;24;42;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AB;Blekerssingel;27;43;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AC;Blekerssingel;49;61;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AC;Blekerssingel;50;62;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AD;Blekerssingel;66;92;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AD;Blekerssingel;67;91;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AE;Boelekade;21;73;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AG;Boelekade;95;155;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AH;Boelekade;157;205;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AJ;Boelekade;207;249;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AK;Boelekade;4;14;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AL;Boelekade;28;84;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AM;Boelekade;86;122;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AN;Boelekade;128;164;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AP;Jan van der Heijdenstr;7;31;GOUDA                   ;A-7;onbekend;;;;;;;
2806 AR;Jan van der Heijdenstr;2;32;GOUDA                   ;A-7;onbekend;;;;;;;
2806 AS;Boelekade;1;19;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AV;Schouwburglaan;2;14;GOUDA                   ;A-6;onbekend;;;;;;;
2806 AZ;Binnenkade;1;55;GOUDA                   ;A-7;onbekend;;;;;;;
2806 AZ;Binnenkade;2;38;GOUDA                   ;A-7;onbekend;;;;;;;
2806 BA;Karnemelksloot;1;33;GOUDA                   ;A-6;onbekend;;;;;;;
2806 BB;Karnemelksloot;35;47;GOUDA                   ;A-6;onbekend;;;;;;;
2806 BC;Karnemelksloot;49;77;GOUDA                   ;A-6;onbekend;;;;;;;
2806 BD;Karnemelksloot;105;173;GOUDA                   ;A-8;onbekend;;;;;;;
2806 BE;Karnemelksloot;175;209;GOUDA                   ;A-8;onbekend;;;;;;;
2806 BG;Karnemelksloot;2;44;GOUDA                   ;A-4;onbekend;;;;;;;
2806 BH;Karnemelksloot;46;88;GOUDA                   ;A-4;onbekend;;;;;;;
2806 BJ;Karnemelksloot;90;140;GOUDA                   ;A-4;onbekend;;;;;;;
2806 BK;Zuidelijke Burgvlietkade;1;17;GOUDA                   ;A-8;onbekend;;;;;;;
2806 BK;Zuidelijke Burgvlietkade;2;16;GOUDA                   ;A-8;onbekend;;;;;;;
2806 BZ;Spoorstraat;2;10;GOUDA                   ;A-5;onbekend;;;;;;;
2806 CA;Klein Amerika;1;17;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CA;Klein Amerika;2;30;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CB;Fluwelensingel;27;49;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CB;Fluwelensingel;28;48;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CC;Fluwelensingel;50;60;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CC;Fluwelensingel;51;59;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CD;Fluwelensingel;61;71;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CD;Fluwelensingel;62;70;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CE;Fluwelensingel;72;88;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CE;Fluwelensingel;73;87;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CG;Fluwelensingel;90;96;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CG;Fluwelensingel;91;95;GOUDA                   ;A-3;onbekend;;;;;;;
2806 CH;Fluwelensingel;97;105;GOUDA                   ;A-12;onbekend;;;;;;;
2806 CH;Fluwelensingel;98;110;GOUDA                   ;A-12;onbekend;;;;;;;
2806 CJ;Burg Martensstraat;1;21;GOUDA                   ;A-9;onbekend;;;;;;;
2806 CK;Burg Martensstraat;2;12;GOUDA                   ;A-9;onbekend;;;;;;;
2806 CL;Burg Martenssingel;1;35;GOUDA                   ;A-4;onbekend;;;;;;;
